command_type,address,command_field,data_field,action,speed_value,raw_word
Engine,3,0b0,0b11100,Blow Horn 1,,0b110011100
Engine,3,0b0,0b11100,Blow Horn 1,,0b110011100
Engine,3,0b0,0b11100,Blow Horn 1,,0b110011100
Engine,3,0b0,0b11100,Blow Horn 1,,0b110011100
Engine,3,0b0,0b11100,Blow Horn 1,,0b110011100
Engine,3,0b0,0b11100,Blow Horn 1,,0b110011100
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b110,Relative Speed,1,0b111000110
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b10,Relative Speed,-3,0b111000010
Engine,3,0b10,0b100,Relative Speed,-1,0b111000100
Engine,3,0b10,0b0,Relative Speed,-5,0b111000000
Engine,3,0b10,0b1,Relative Speed,-4,0b111000001
Engine,3,0b10,0b0,Relative Speed,-5,0b111000000
Engine,3,0b10,0b0,Relative Speed,-5,0b111000000
Engine,3,0b10,0b1,Relative Speed,-4,0b111000001
Engine,3,0b10,0b0,Relative Speed,-5,0b111000000
Engine,3,0b10,0b0,Relative Speed,-5,0b111000000
Engine,3,0b10,0b0,Relative Speed,-5,0b111000000
Engine,3,0b10,0b0,Relative Speed,-5,0b111000000
Engine,3,0b10,0b0,Relative Speed,-5,0b111000000
Engine,3,0b10,0b0,Relative Speed,-5,0b111000000
Engine,3,0b10,0b11,Relative Speed,-2,0b111000011
Engine,3,0b0,0b1001,AUX1 Option 1,,0b110001001
Engine,3,0b0,0b1001,AUX1 Option 1,,0b110001001
Engine,3,0b0,0b1001,AUX1 Option 1,,0b110001001
Engine,3,0b0,0b10101,Numeric 5,,0b110010101
Engine,3,0b0,0b10101,Numeric 5,,0b110010101
Engine,3,0b0,0b10101,Numeric 5,,0b110010101
Engine,3,0b0,0b10000,Numeric 0,,0b110010000
Engine,3,0b0,0b10000,Numeric 0,,0b110010000
Engine,1,0b0,0b11100,Blow Horn 1,,0b10011100
Engine,1,0b0,0b11100,Blow Horn 1,,0b10011100
Engine,1,0b0,0b1001,AUX1 Option 1,,0b10001001
Engine,1,0b0,0b1001,AUX1 Option 1,,0b10001001
Engine,1,0b0,0b1001,AUX1 Option 1,,0b10001001
Engine,1,0b0,0b10010,Numeric 2,,0b10010010
Engine,1,0b0,0b10010,Numeric 2,,0b10010010
Engine,1,0b0,0b10010,Numeric 2,,0b10010010
Engine,1,0b0,0b10101,Numeric 5,,0b10010101
Engine,1,0b0,0b10101,Numeric 5,,0b10010101
Engine,1,0b0,0b10101,Numeric 5,,0b10010101
Engine,2,0b0,0b1001,AUX1 Option 1,,0b100001001
Engine,2,0b0,0b1001,AUX1 Option 1,,0b100001001
Engine,2,0b0,0b1001,AUX1 Option 1,,0b100001001
Engine,2,0b0,0b10101,Numeric 5,,0b100010101
Engine,2,0b0,0b10101,Numeric 5,,0b100010101
Engine,2,0b0,0b10101,Numeric 5,,0b100010101
Engine,4,0b0,0b11100,Blow Horn 1,,0b1000011100
Engine,4,0b0,0b10101,Numeric 5,,0b1000010101
Engine,4,0b0,0b10101,Numeric 5,,0b1000010101
Engine,4,0b0,0b10101,Numeric 5,,0b1000010101
Engine,4,0b10,0b110,Relative Speed,1,0b1001000110
Engine,4,0b10,0b110,Relative Speed,1,0b1001000110
Engine,4,0b10,0b110,Relative Speed,1,0b1001000110
Engine,4,0b10,0b110,Relative Speed,1,0b1001000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,2,0b10,0b110,Relative Speed,1,0b101000110
Engine,1,0b10,0b110,Relative Speed,1,0b11000110
Engine,1,0b10,0b110,Relative Speed,1,0b11000110
Engine,1,0b10,0b110,Relative Speed,1,0b11000110
